Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Month,Year
131538,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,404.0,Bayside - Little Neck,2009-2011,2009-01-01,10.2,1,2009
130914,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,404.0,Bayside - Little Neck,2005-2007,2005-01-01,15.1,1,2005
177348,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Winter 2012-13,2012-12-01,9.57,12,2012
874421,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Winter 2022-23,2022-12-01,5.33923052,12,2022
874423,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Annual Average 2023,2023-01-01,6.119536019,1,2023
334076,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Summer 2015,2015-06-01,8.43,6,2015
669714,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Winter 2019-20,2019-12-01,6.05,12,2019
649787,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Summer 2019,2019-06-01,7.25,6,2019
178482,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Annual Average 2010,2009-12-01,8.71,12,2009
177936,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Summer 2012,2012-06-01,9.78,6,2012
177978,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Summer 2013,2013-06-01,9.13,6,2013
518929,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504.0,South Beach - Tottenville,2012-2014,2012-01-02,19.59340061,1,2012
628478,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504.0,South Beach - Tottenville,2015-2017,2015-01-01,13.7,1,2015
827472,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,104.0,Pelham - Throgs Neck,2017-2019,2017-01-01,80.0,1,2017
131452,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504.0,South Beach - Tottenville,2009-2011,2009-01-01,21.0,1,2009
628574,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,504.0,South Beach - Tottenville,2015-2017,2015-01-01,12.9,1,2015
131548,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,504.0,South Beach - Tottenville,2009-2011,2009-01-01,11.7,1,2009
130924,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,504.0,South Beach - Tottenville,2005-2007,2005-01-01,15.2,1,2005
827623,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,504.0,South Beach - Tottenville,2017-2019,2017-01-01,10.0,1,2017
176057,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Summer 2013,2013-06-01,16.61,6,2013
740924,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,Summer 2021,2021-06-01,10.78578832,6,2021
602795,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Annual Average 2018,2018-01-01,15.77,1,2018
741018,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Annual Average 2021,2021-01-01,11.30307725,1,2021
336615,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Winter 2014-15,2014-12-01,18.29,12,2014
549884,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Annual Average 2017,2017-01-01,11.7,1,2017
643593,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,203.0,Morrisania and Crotona (CD3),Winter 2018-19,2018-12-01,22.99,12,2018
667603,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,203.0,Morrisania and Crotona (CD3),Annual Average 2020,2020-01-01,18.08,1,2020
336766,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2015,2015-01-01,22.44,1,2015
178592,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2013,2012-12-01,10.81,12,2012
669664,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302.0,Central Harlem - Morningside Heights,Annual Average 2020,2020-01-01,6.35,1,2020
649839,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302.0,Central Harlem - Morningside Heights,Winter 2018-19,2018-12-01,7.59,12,2018
334090,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201.0,Greenpoint,Annual Average 2015,2015-01-01,10.49,1,2015
179807,640.0,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,307.0,Gramercy Park - Murray Hill,2015,2015-01-01,41.5,1,2015
178550,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2012,2011-12-01,10.99,12,2011
178549,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2012,2011-12-01,13.23,12,2011
823250,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2022,2022-06-01,8.043034783,6,2022
178539,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Annual Average 2012,2011-12-01,8.37,12,2011
412740,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Summer 2016,2016-06-01,14.8,6,2016
176617,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2011,2010-12-01,39.18,12,2010
212422,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Summer 2014,2014-06-01,16.43,6,2014
179429,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2011,2010-12-01,22.84,12,2010
643305,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,1.0,Bronx,Winter 2018-19,2018-12-01,20.89,12,2018
176029,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2012,2012-06-01,36.74,6,2012
740882,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2021,2021-06-01,11.46463917,6,2021
825812,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,1.0,Bronx,Winter 2021-22,2021-12-01,21.75065849,12,2021
176649,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Annual Average 2012,2011-12-01,17.22,12,2011
825724,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2022,2022-06-01,19.60382423,6,2022
176660,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2012,2011-12-01,29.98,12,2011
176702,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2013,2012-12-01,29.19,12,2012
175358,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Winter 2010-11,2010-12-01,36.82,12,2010
175904,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Summer 2009,2009-06-01,31.61,6,2009
549779,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2017,2017-01-01,20.39,1,2017
740913,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2021,2021-01-01,18.51667627,1,2021
549749,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2017,2017-01-01,18.46,1,2017
741087,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405.0,Ridgewood - Forest Hills,Annual Average 2021,2021-01-01,16.04402697,1,2021
823343,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2022,2022-06-01,7.41411341,6,2022
177250,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,Winter 2010-11,2010-12-01,14.81,12,2010
178594,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,Annual Average 2013,2012-12-01,11.06,12,2012
178572,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Annual Average 2013,2012-12-01,9.83,12,2012
177228,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Winter 2010-11,2010-12-01,14.72,12,2010
742179,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Annual Average 2021,2021-01-01,6.629757249,1,2021
742200,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206.0,Borough Park,Annual Average 2021,2021-01-01,6.43137482,1,2021
412785,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2016,2016-06-01,15.23,6,2016
412784,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Winter 2015-16,2015-12-01,24.39,12,2015
412788,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Summer 2016,2016-06-01,15.8,6,2016
741196,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Winter 2020-21,2020-12-01,24.96883419,12,2020
412697,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Winter 2015-16,2015-12-01,23.94,12,2015
166707,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2010,2010-06-01,21.44,6,2010
166766,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2011,2011-06-01,21.37,6,2011
741127,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Winter 2020-21,2020-12-01,25.31347964,12,2020
602969,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Annual Average 2018,2018-01-01,21.17,1,2018
741197,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2021,2021-06-01,17.37134811,6,2021
741161,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Summer 2021,2021-06-01,15.25781582,6,2021
166825,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2012,2012-06-01,19.46,6,2012
166884,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Summer 2013,2013-06-01,18.98,6,2013
741128,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2021,2021-06-01,17.81926295,6,2021
175895,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Summer 2009,2009-06-01,15.22,6,2009
176693,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Annual Average 2013,2012-12-01,16.36,12,2012
175349,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Winter 2010-11,2010-12-01,25.7,12,2010
176567,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Annual Average 2010,2009-12-01,19.01,12,2009
176577,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Annual Average 2010,2009-12-01,29.99,12,2009
175443,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Winter 2012-13,2012-12-01,31.08,12,2012
412505,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Winter 2015-16,2015-12-01,27.88,12,2015
412506,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Summer 2016,2016-06-01,20.44,6,2016
177871,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Summer 2011,2011-06-01,11.58,6,2011
742247,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401.0,Long Island City - Astoria,Summer 2021,2021-06-01,9.132902315,6,2021
177923,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401.0,Long Island City - Astoria,Summer 2012,2012-06-01,11.18,6,2012
605921,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),Annual Average 2018,2018-01-01,7.5,1,2018
169550,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,312.0,Borough Park (CD12),Summer 2013,2013-06-01,10.02,6,2013
169507,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2012,2012-06-01,9.72,6,2012
169566,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2013,2013-06-01,9.73,6,2013
170394,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),Annual Average 2012,2011-12-01,8.45,12,2011
547453,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401.0,Long Island City - Astoria,Annual Average 2017,2017-01-01,8.42,1,2017
212416,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Summer 2014,2014-06-01,13.55,6,2014
877119,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,110.0,Central Harlem (CD10),Summer 2023,2023-06-01,13.15002492,6,2023
336754,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Annual Average 2015,2015-01-01,20.72,1,2015
178585,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Annual Average 2013,2012-12-01,9.48,12,2012
177787,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Summer 2009,2009-06-01,10.76,6,2009
173101,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Winter 2008-09,2008-12-01,11.82,12,2008
179780,640.0,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,201.0,Greenpoint,2015,2015-01-01,0.3,1,2015
178543,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,Annual Average 2012,2011-12-01,9.89,12,2011
178532,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Annual Average 2012,2011-12-01,10.27,12,2011
412812,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2016,2016-06-01,12.12,6,2016
412811,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Winter 2015-16,2015-12-01,22.46,12,2015
166749,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,108.0,Upper East Side (CD8),Summer 2011,2011-06-01,28.77,6,2011
412691,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Winter 2015-16,2015-12-01,22.91,12,2015
412692,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Summer 2016,2016-06-01,15.78,6,2016
667099,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Annual Average 2020,2020-01-01,19.63,1,2020
212444,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Summer 2014,2014-06-01,16.92,6,2014
176012,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Summer 2012,2012-06-01,19.39,6,2012
825796,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101.0,Kingsbridge - Riverdale,Summer 2022,2022-06-01,10.63957234,6,2022
176642,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Annual Average 2012,2011-12-01,23.63,12,2011
176653,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Annual Average 2012,2011-12-01,23.15,12,2011
549845,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Annual Average 2017,2017-01-01,20.99,1,2017
742346,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401.0,Long Island City - Astoria,Summer 2021,2021-06-01,9.132902315,6,2021
605816,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,Annual Average 2018,2018-01-01,6.99,1,2018
169435,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Summer 2011,2011-06-01,11.06,6,2011
643664,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Summer 2019,2019-06-01,9.96,6,2019
877205,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Annual Average 2023,2023-01-01,14.09699289,1,2023
877207,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Winter 2022-23,2022-12-01,18.26300034,12,2022
667747,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Annual Average 2020,2020-01-01,14.02,1,2020
336675,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Winter 2014-15,2014-12-01,26.22,12,2014
171636,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Winter 2010-11,2010-12-01,30.1,12,2010
549914,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Annual Average 2017,2017-01-01,18.81,1,2017
667046,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Winter 2019-20,2019-12-01,22.86,12,2019
179581,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Summer 2011,2011-06-01,11.23,6,2011
823332,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Winter 2021-22,2021-12-01,6.681202515,12,2021
669655,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401.0,Long Island City - Astoria,Annual Average 2020,2020-01-01,6.83,1,2020
169553,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Summer 2013,2013-06-01,9.75,6,2013
169494,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Summer 2012,2012-06-01,9.9,6,2012
170395,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2012,2011-12-01,8.05,12,2011
877206,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Summer 2023,2023-06-01,10.44203792,6,2023
179661,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Annual Average 2012,2011-12-01,8.63,12,2011
179431,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Annual Average 2011,2010-12-01,21.47,12,2010
876855,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Summer 2023,2023-06-01,11.54967618,6,2023
179361,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Summer 2012,2012-06-01,15.84,6,2012
179366,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Summer 2013,2013-06-01,15.6,6,2013
336486,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Winter 2014-15,2014-12-01,23.93,12,2014
172724,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Annual Average 2013,2012-12-01,20.23,12,2012
172734,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Annual Average 2013,2012-12-01,22.3,12,2012
172088,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Summer 2009,2009-06-01,21.87,6,2009
549944,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Annual Average 2017,2017-01-01,20.99,1,2017
741078,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Annual Average 2021,2021-01-01,19.0002808,1,2021
172214,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Summer 2013,2013-06-01,15.94,6,2013
170377,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),Annual Average 2012,2011-12-01,8.24,12,2011
170379,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Annual Average 2012,2011-12-01,8.32,12,2011
603047,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Annual Average 2018,2018-01-01,14.49,1,2018
825731,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Winter 2021-22,2021-12-01,23.30976235,12,2021
176067,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2013,2013-06-01,20.7,6,2013
176025,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2012,2012-06-01,21.24,6,2012
176056,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2013,2013-06-01,18.74,6,2013
825791,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Winter 2021-22,2021-12-01,21.05258179,12,2021
602708,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Annual Average 2018,2018-01-01,17.25,1,2018
825763,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,Summer 2022,2022-06-01,12.54174934,6,2022
825730,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2022,2022-06-01,15.18150009,6,2022
176655,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Annual Average 2012,2011-12-01,25.32,12,2011
176644,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2012,2011-12-01,22.88,12,2011
825790,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Summer 2022,2022-06-01,11.52139831,6,2022
336519,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2014-15,2014-12-01,26.39,12,2014
336525,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,Winter 2014-15,2014-12-01,25.37,12,2014
175353,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Winter 2010-11,2010-12-01,32.92,12,2010
175899,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2009,2009-06-01,26.42,6,2009
176697,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Annual Average 2013,2012-12-01,24.75,12,2012
336558,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Winter 2014-15,2014-12-01,29.21,12,2014
175344,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,Winter 2010-11,2010-12-01,30.6,12,2010
175342,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2010-11,2010-12-01,32.21,12,2010
176686,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2013,2012-12-01,22.28,12,2012
177232,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2010-11,2010-12-01,12.79,12,2010
178589,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Annual Average 2013,2012-12-01,11.1,12,2012
177245,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Winter 2010-11,2010-12-01,14.66,12,2010
333987,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Winter 2014-15,2014-12-01,9.64,12,2014
333960,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Winter 2014-15,2014-12-01,10.16,12,2014
166712,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2010,2010-06-01,21.9,6,2010
166771,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2011,2011-06-01,21.44,6,2011
741139,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2020-21,2020-12-01,25.88404044,12,2020
741133,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Winter 2020-21,2020-12-01,25.80933499,12,2020
643323,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Winter 2018-19,2018-12-01,19.11,12,2018
336733,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Annual Average 2015,2015-01-01,32.91,1,2015
643668,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),Winter 2018-19,2018-12-01,22.76,12,2018
166729,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2010,2010-06-01,18.4,6,2010
166788,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2011,2011-06-01,18.46,6,2011
178548,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Annual Average 2012,2011-12-01,12.42,12,2011
823268,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2022,2022-06-01,7.126396863,6,2022
