Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
167795,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Annual Average 2013,12-01-2012,20.57
222578,386,Ozone (O3),Mean,ppb,UHF42,,West Queens,Summer 2012,06-01-2012,33.58
222579,386,Ozone (O3),Mean,ppb,UHF42,,West Queens,Summer 2013,06-01-2013,30.68
175960,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Summer 2010,06-01-2010,13.73
741010,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Winter 2020-21,12-01-2020,20.07934468
176002,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Summer 2011,06-01-2011,13.93
412545,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Summer 2016,06-01-2016,10.91
412544,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Winter 2015-16,12-01-2015,19.35
168621,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Kew Gardens and Woodhaven (CD9),Winter 2011-12,12-01-2011,8.82
214158,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Kew Gardens and Woodhaven (CD9),Annual Average 2014,12-01-2013,8.65
547751,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Kew Gardens and Woodhaven (CD9),Winter 2016-17,12-01-2016,7.89
547749,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Kew Gardens and Woodhaven (CD9),Summer 2017,06-01-2017,8.65
606045,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Kew Gardens and Woodhaven (CD9),Summer 2018,06-01-2018,8.23
669960,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Kew Gardens and Woodhaven (CD9),Summer 2020,06-01-2020,6.84
742549,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Bayside and Little Neck (CD11),Winter 2020-21,12-01-2020,6.390453634
222637,386,Ozone (O3),Mean,ppb,UHF42,,Stapleton - St. George,Summer 2011,06-01-2011,33.17
222636,386,Ozone (O3),Mean,ppb,UHF42,,Stapleton - St. George,Summer 2010,06-01-2010,34.3
412033,386,Ozone (O3),Mean,ppb,UHF42,,Stapleton - St. George,Summer 2016,06-01-2016,34.18
336873,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Winter 2014-15,12-01-2014,25.06
550142,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Annual Average 2017,01-01-2017,18.76
741276,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Annual Average 2021,01-01-2021,15.81139108
213629,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Bayside and Little Neck (CD11),Annual Average 2014,12-01-2013,17.81
213627,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Annual Average 2014,12-01-2013,20.09
175261,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Borough Park,Winter 2008-09,12-01-2008,29.68
602740,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Borough Park,Winter 2017-18,12-01-2017,24.2
643426,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southeast Queens,Annual Average 2019,01-01-2019,14.5
825993,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southeast Queens,Annual Average 2022,01-01-2022,14.1130938
212305,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Bensonhurst - Bay Ridge,Winter 2013-14,12-01-2013,26.86
549869,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southeast Queens,Annual Average 2017,01-01-2017,16.44
175345,,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Borough Park,Winter 2010-11,12-01-2010,30.1
741003,,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southeast Queens,Annual Average 2021,01-01-2021,14.25391266
167728,,Nitrogen dioxide (NO2),Mean,ppb,CD,,Long Island City and Astoria (CD1),Annual Average 2012,12-01-2011,22.2
826114,,Nitrogen dioxide (NO2),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2022,06-01-2022,8.007602768
826111,,Nitrogen dioxide (NO2),Mean,ppb,CD,,St. George and Stapleton (CD1),Summer 2022,06-01-2022,9.300488829
167742,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,St. George and Stapleton (CD1),Annual Average 2012,12-01-2011,18.1
167743,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Annual Average 2012,12-01-2011,14.46
743593,386,Ozone (O3),Mean,ppb,CD,,St. George and Stapleton (CD1),Summer 2021,06-01-2021,28.61375936
216623,386,Ozone (O3),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2012,06-01-2012,33.7
216624,386,Ozone (O3),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2013,06-01-2013,31.28
175915,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southeast Queens,Summer 2009,06-01-2009,16.05
176713,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southeast Queens,Annual Average 2013,12-01-2012,16.8
175369,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southeast Queens,Winter 2010-11,12-01-2010,25.66
549838,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Union Square - Lower East Side,Summer 2017,06-01-2017,20.58
549840,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Union Square - Lower East Side,Winter 2016-17,12-01-2016,28.98
602718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,High Bridge - Morrisania,Summer 2018,06-01-2018,15.85
549805,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Bensonhurst - Bay Ridge,Summer 2017,06-01-2017,12.75
549873,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Rockaways,Winter 2016-17,12-01-2016,21.06
605700,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Borough Park,Summer 2018,06-01-2018,8.17
547413,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Bensonhurst - Bay Ridge,Summer 2017,06-01-2017,8.52
547415,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Bensonhurst - Bay Ridge,Winter 2016-17,12-01-2016,7.4
606020,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Long Island City and Astoria (CD1),Annual Average 2018,01-01-2018,7.39
742561,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,St. George and Stapleton (CD1),Winter 2020-21,12-01-2020,6.577477788
169453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,St. George and Stapleton (CD1),Summer 2011,06-01-2011,11.16
169572,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,South Beach and Willowbrook (CD2),Summer 2013,06-01-2013,9.41
743689,386,Ozone (O3),Mean,ppb,UHF42,,Rockaways,Summer 2021,06-01-2021,34.81212466
743592,386,Ozone (O3),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2021,06-01-2021,29.42854157
216533,386,Ozone (O3),Mean,ppb,CD,,Long Island City and Astoria (CD1),Summer 2012,06-01-2012,34.55
412827,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,St. George and Stapleton (CD1),Summer 2016,06-01-2016,13.12
741295,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Winter 2020-21,12-01-2020,18.82259668
166784,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Long Island City and Astoria (CD1),Summer 2011,06-01-2011,19.63
166725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Long Island City and Astoria (CD1),Summer 2010,06-01-2010,20.01
166696,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Hunts Point and Longwood (CD2),Summer 2010,06-01-2010,20.53
166755,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Hunts Point and Longwood (CD2),Summer 2011,06-01-2011,19.4
741163,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Hunts Point and Longwood (CD2),Winter 2020-21,12-01-2020,22.37779025
741292,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,St. George and Stapleton (CD1),Winter 2020-21,12-01-2020,20.70509364
166739,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,St. George and Stapleton (CD1),Summer 2010,06-01-2010,16.26
166798,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,St. George and Stapleton (CD1),Summer 2011,06-01-2011,16.24
412826,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,St. George and Stapleton (CD1),Winter 2015-16,12-01-2015,20.87
166799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2011,06-01-2011,11.89
166740,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2010,06-01-2010,11.99
412830,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2016,06-01-2016,9.26
412829,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Winter 2015-16,12-01-2015,17.81
216622,386,Ozone (O3),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2011,06-01-2011,34.07
216621,386,Ozone (O3),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2010,06-01-2010,35.18
412128,386,Ozone (O3),Mean,ppb,CD,,South Beach and Willowbrook (CD2),Summer 2016,06-01-2016,35.11
216531,386,Ozone (O3),Mean,ppb,CD,,Long Island City and Astoria (CD1),Summer 2010,06-01-2010,33.45
412734,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Fort Greene and Brooklyn Heights (CD2),Summer 2016,06-01-2016,17.83
412733,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Fort Greene and Brooklyn Heights (CD2),Winter 2015-16,12-01-2015,26.13
169513,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,South Beach and Willowbrook (CD2),Summer 2012,06-01-2012,9.97
411139,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,South Beach and Willowbrook (CD2),Annual Average 2016,12/31/2015,6.89
742565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,South Beach and Willowbrook (CD2),Summer 2021,06-01-2021,7.947066982
411043,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Fort Greene and Brooklyn Heights (CD2),Annual Average 2016,12/31/2015,8.83
168613,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Long Island City and Astoria (CD1),Winter 2011-12,12-01-2011,9.39
605898,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Greenwich Village and Soho (CD2),Summer 2018,06-01-2018,10.01
606063,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,St. George and Stapleton (CD1),Summer 2018,06-01-2018,7.65
412735,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Fort Greene and Brooklyn Heights (CD2),Annual Average 2016,12/31/2015,22.16
550141,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Summer 2017,06-01-2017,14.21
550143,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Winter 2016-17,12-01-2016,25.48
603084,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Summer 2018,06-01-2018,12.73
667821,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Kew Gardens and Woodhaven (CD9),Summer 2020,06-01-2020,10.2
169372,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Bensonhurst (CD11),Summer 2010,06-01-2010,11.5
169431,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Bensonhurst (CD11),Summer 2011,06-01-2011,11.14
177220,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Stapleton - St. George,Winter 2009-10,12-01-2009,8.83
669719,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Stapleton - St. George,Summer 2020,06-01-2020,6.56
177304,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Stapleton - St. George,Winter 2011-12,12-01-2011,8.04
605781,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Stapleton - St. George,Summer 2018,06-01-2018,7.46
212959,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Stapleton - St. George,Annual Average 2014,12-01-2013,8.34
176632,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Annual Average 2011,12-01-2010,18.29
176548,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Annual Average 2009,12-01-2008,18.41
667291,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Annual Average 2020,01-01-2020,12.56
643437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Winter 2018-19,12-01-2018,17.83
212571,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,West Queens,Annual Average 2014,12-01-2013,21.87
877064,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Rockaways,Annual Average 2023,01-01-2023,9.382766304
643406,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,West Queens,Summer 2019,06-01-2019,15.58
628572,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,,Stapleton - St. George,2015-2017,01-01-2015,17.6
518831,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,,Stapleton - St. George,2012-2014,01-02-2012,16.19224497
334070,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Stapleton - St. George,Summer 2015,06-01-2015,8.68
628476,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,,Stapleton - St. George,2015-2017,01-01-2015,49.5
518927,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,,Stapleton - St. George,2012-2014,01-02-2012,66.09292254
518917,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,,West Queens,2012-2014,01-02-2012,49.01545226
131450,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,,Stapleton - St. George,2009-2011,01-01-2009,76.1
628562,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,,West Queens,2015-2017,01-01-2015,8.6
131546,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,,Stapleton - St. George,2009-2011,01-01-2009,17.3
827621,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,,Stapleton - St. George,2017-2019,01-01-2017,12
549878,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Stapleton - St. George,Annual Average 2017,01-01-2017,14.63
211769,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Coney Island - Sheepshead Bay,Annual Average 2014,12-01-2013,17.63
827443,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,,Ridgewood - Forest Hills,2017-2019,01-01-2017,24
628477,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,,Willowbrook,2015-2017,01-01-2015,18.8
130827,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,,Willowbrook,2005-2007,01-01-2005,30.2
827622,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,,Willowbrook,2017-2019,01-01-2017,10
602735,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Sunset Park,Annual Average 2018,01-01-2018,19.67
825764,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Sunset Park,Winter 2021-22,12-01-2021,23.13943531
825701,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Winter 2021-22,12-01-2021,20.94695028
740990,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Summer 2021,06-01-2021,11.26079773
412525,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Annual Average 2016,12/31/2015,18.65
222583,386,Ozone (O3),Mean,ppb,UHF42,,Flushing - Clearview,Summer 2011,06-01-2011,33.92
740905,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Crotona -Tremont,Winter 2020-21,12-01-2020,20.93965076
412455,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Bedford Stuyvesant - Crown Heights,Summer 2016,06-01-2016,15.36
412454,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Bedford Stuyvesant - Crown Heights,Winter 2015-16,12-01-2015,24.83
740989,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Winter 2020-21,12-01-2020,21.47540613
175953,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Summer 2010,06-01-2010,18.49
175995,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Summer 2011,06-01-2011,18.51
412524,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Summer 2016,06-01-2016,13.62
412523,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Ridgewood - Forest Hills,Winter 2015-16,12-01-2015,23.39
175919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Willowbrook,Summer 2009,06-01-2009,14
176717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Willowbrook,Annual Average 2013,12-01-2012,14.69
336612,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Willowbrook,Winter 2014-15,12-01-2014,19.93
549851,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Flushing - Clearview,Annual Average 2017,01-01-2017,18.5
410803,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Upper East Side,Annual Average 2016,12/31/2015,9.07
130401,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,,Crotona -Tremont,2013,01-01-2013,16.9
410856,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Willowbrook,Summer 2016,06-01-2016,8.09
410855,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Willowbrook,Winter 2015-16,12-01-2015,7.78
410801,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Upper East Side,Winter 2015-16,12-01-2015,9.31
410802,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Upper East Side,Summer 2016,06-01-2016,9.66
823235,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Flushing - Clearview,Summer 2022,06-01-2022,6.644860341
823292,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Sunset Park,Summer 2022,06-01-2022,6.696804885
178557,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Ridgewood - Forest Hills,Annual Average 2012,12-01-2011,8.83
823229,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Ridgewood - Forest Hills,Summer 2022,06-01-2022,6.496026238
816704,643,Annual vehicle miles traveled,Million miles,per square mile,CD,,Rego Park and Forest Hills (CD6),2019,01-01-2019,92.128209
171685,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Winter 2011-12,12-01-2011,22.78
171680,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Long Island City - Astoria,Winter 2011-12,12-01-2011,26.18
549945,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Long Island City - Astoria,Winter 2016-17,12-01-2016,26.93
549943,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Long Island City - Astoria,Summer 2017,06-01-2017,16.21
211780,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Annual Average 2014,12-01-2013,18.82
549960,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Winter 2016-17,12-01-2016,24.81
549958,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Summer 2017,06-01-2017,13.67
667455,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Summer 2020,06-01-2020,9.35
211789,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Annual Average 2014,12-01-2013,21.76
549985,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Summer 2017,06-01-2017,16.75
171694,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Winter 2011-12,12-01-2011,25.88
171626,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Winter 2009-10,12-01-2009,27.07
549987,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Winter 2016-17,12-01-2016,27.47
334345,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Queens Village (CD13),Annual Average 2015,01-01-2015,7.91
650058,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Queens Village (CD13),Winter 2018-19,12-01-2018,6.74
669970,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Queens Village (CD13),Annual Average 2020,01-01-2020,5.78
874858,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Queens Village (CD13),Summer 2023,06-01-2023,8.60642687
602928,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Summer 2018,06-01-2018,15.38
171714,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Long Island City - Astoria,Winter 2012-13,12-01-2012,26.98
643502,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Long Island City - Astoria,Summer 2019,06-01-2019,17.72
336689,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Summer 2015,06-01-2015,13.33
643517,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Summer 2019,06-01-2019,13.06
667454,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Winter 2019-20,12-01-2019,22.29
877058,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Annual Average 2023,01-01-2023,15.43233772
877060,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Jamaica,Winter 2022-23,12-01-2022,19.68588095
165895,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Sheepshead Bay (CD15),Winter 2010-11,12-01-2010,26.08
336644,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,Borough Park,Summer 2015,06-01-2015,14.55
336716,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Summer 2015,06-01-2015,17.36
171728,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Winter 2012-13,12-01-2012,26.99
172646,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Annual Average 2010,12-01-2009,25.08
667508,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,,South Bronx,Winter 2019-20,12-01-2019,25.27
336883,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Queens Village (CD13),Annual Average 2015,01-01-2015,17.22
667843,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Queens Village (CD13),Annual Average 2020,01-01-2020,13.08
643713,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Queens Village (CD13),Winter 2018-19,12-01-2018,18.04
877254,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Queens Village (CD13),Summer 2023,06-01-2023,10.44014289
549837,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Greenwich Village - SoHo,Winter 2016-17,12-01-2016,30.12
549862,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southwest Queens,Summer 2017,06-01-2017,13.34
549778,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Hunts Point - Mott Haven,Summer 2017,06-01-2017,15.85
177803,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Southwest Queens,Summer 2009,06-01-2009,10.13
334056,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Southwest Queens,Winter 2014-15,12-01-2014,8.51
547409,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,East Flatbush - Flatbush,Winter 2016-17,12-01-2016,7.76
547407,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,East Flatbush - Flatbush,Summer 2017,06-01-2017,8.92
605706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Canarsie - Flatlands,Summer 2018,06-01-2018,8.05
669734,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,,Southwest Queens,Summer 2020,06-01-2020,6.69
823575,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Tottenville and Great Kills (CD3),Winter 2021-22,12-01-2021,5.747204131
411141,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Tottenville and Great Kills (CD3),Summer 2016,06-01-2016,7.54
411140,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,,Tottenville and Great Kills (CD3),Winter 2015-16,12-01-2015,7.17
602807,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Jamaica,Annual Average 2018,01-01-2018,17.55
176040,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Jamaica,Summer 2012,06-01-2012,16.21
825695,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southwest Queens,Winter 2021-22,12-01-2021,19.37697012
602804,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southwest Queens,Annual Average 2018,01-01-2018,17.19
740996,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southwest Queens,Summer 2021,06-01-2021,9.824654675
176081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southwest Queens,Summer 2013,06-01-2013,16.55
176039,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,,Southwest Queens,Summer 2012,06-01-2012,16.3
743691,386,Ozone (O3),Mean,ppb,UHF42,,Jamaica,Summer 2021,06-01-2021,30.99209985
216630,386,Ozone (O3),Mean,ppb,CD,,Tottenville and Great Kills (CD3),Summer 2013,06-01-2013,32.64
216629,386,Ozone (O3),Mean,ppb,CD,,Tottenville and Great Kills (CD3),Summer 2012,06-01-2012,35.26
743591,386,Ozone (O3),Mean,ppb,CD,,Tottenville and Great Kills (CD3),Summer 2021,06-01-2021,30.23352942
216551,386,Ozone (O3),Mean,ppb,CD,,Elmhurst and Corona (CD4),Summer 2012,06-01-2012,32.91
216552,386,Ozone (O3),Mean,ppb,CD,,Elmhurst and Corona (CD4),Summer 2013,06-01-2013,30.21
743605,386,Ozone (O3),Mean,ppb,CD,,Jackson Heights (CD3),Summer 2021,06-01-2021,30.44613858
216443,386,Ozone (O3),Mean,ppb,CD,,Bushwick (CD4),Summer 2012,06-01-2012,32.9
216444,386,Ozone (O3),Mean,ppb,CD,,Bushwick (CD4),Summer 2013,06-01-2013,30.37
741298,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Tottenville and Great Kills (CD3),Winter 2020-21,12-01-2020,17.36374437
166800,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Tottenville and Great Kills (CD3),Summer 2011,06-01-2011,8.32
166741,375,Nitrogen dioxide (NO2),Mean,ppb,CD,,Tottenville and Great Kills (CD3),Summer 2010,06-01-2010,9.42
